"result_id","dataset","scene","system/arm","pipeline_stage","metric_name","numerator","denominator","value","threshold_or_k","scope","comparison_group","development_or_transfer_status","primary_source_artifact","source_commit_or_tag","notes"
"D12","ARKitScenes","41069021 (dev)","rgb_tight crop source, under BOTH the wrong and the corrected projection","RGB-view coverage of delivered Mask3D instances","median visible fraction","—","—","0.99 under the wrong projection AND under the correct run (identical)","MIN_VISIBLE_FRACTION = 0.25 (extractors/arkitscenes_rgb_crops.py:123)","bug-diagnostic","wrong projection vs corrected projection","development scene","docs/arkitscenes_rgb_label_results.md","c700df3","Separate row from the 34/34 coverage because it has a different denominator (per-instance visible-fraction distribution, not an instance count). docs/arkitscenes_rgb_label_results.md:112-113."
"D13","Replica","room_1","directional edges recomputed in raw Habitat world frame vs the gravity-aligned + yaw-de-rotated frame the importer actually builds","frame audit, Finding 4 (read-only port of the compat dominant-axis rule)","directional edge TYPE changes between frames","262","975","0.269 (26.9%)","—","bug-diagnostic","raw world frame vs scene_canonical frame, same extractor","in-dataset diagnostic, six Replica scenes","docs/frame_and_scale_audit.md","0a998a5","Finding 4 table. Denominator is 'pairs with an edge (aligned frame)' = 975. Dominant-axis changes for room_1 are also 262 / 0.269 (identical). Restated in docs/frame_decision.md as '26.9% of room_1's edges'. This measures the SIZE of a mislabelling defect (edges stamped frame=""world"" that were computed in scene_canonical); it is not a model change. Raw output lives in the GITIGNORED path runs/frame_audit/frame_scale_audit.json — the narrative doc is the tracked source."
"D14","Replica","room_2","raw Habitat world frame vs gravity-aligned + yaw-de-rotated frame","frame audit, Finding 4","directional edge TYPE changes between frames","130","1347","0.097 (9.7%)","—","bug-diagnostic","raw world frame vs scene_canonical frame","in-dataset diagnostic","docs/frame_and_scale_audit.md","0a998a5","Finding 4 table. Restated in docs/frame_decision.md as '9.7% of room_2's'. Raw output in gitignored runs/frame_audit/."
"D15","Replica","room_2","raw Habitat world frame vs gravity-aligned + yaw-de-rotated frame","frame audit, Finding 4","DOMINANT AXIS changes between frames","128","1347","0.095 (9.5%)","—","bug-diagnostic","raw world frame vs scene_canonical frame","in-dataset diagnostic","docs/frame_and_scale_audit.md","0a998a5","Separate metric from edge-type changes; room_2 is one of only two scenes where the two differ (the other is frl_apartment_0: 2 axis changes vs 3 type changes). Finding 4 table."
"D16","Replica","room_0","raw Habitat world frame vs gravity-aligned + yaw-de-rotated frame","frame audit, Finding 4","directional edge TYPE changes between frames","1","2594","0.000","—","bug-diagnostic","raw world frame vs scene_canonical frame","calibration scene","docs/frame_and_scale_audit.md","0a998a5","Finding 4 table; dominant-axis changes also 1. docs/frame_decision.md restates this as the reason the mislabel was invisible: 'the raw and canonical frames agree on 2593 of 2594 edges' on the one scene every threshold was calibrated against."
"D17","Replica","office_0","raw Habitat world frame vs gravity-aligned + yaw-de-rotated frame","frame audit, Finding 4","directional edge TYPE changes between frames","1","1046","0.001","—","bug-diagnostic","raw world frame vs scene_canonical frame","in-dataset diagnostic","docs/frame_and_scale_audit.md","0a998a5","Finding 4 table; dominant-axis changes also 1."
"D18","Replica","frl_apartment_0","raw Habitat world frame vs gravity-aligned + yaw-de-rotated frame","frame audit, Finding 4","directional edge TYPE changes between frames","3","18415","0.000","—","bug-diagnostic","raw world frame vs scene_canonical frame","in-dataset diagnostic","docs/frame_and_scale_audit.md","0a998a5","Finding 4 table. Dominant-axis changes differ here: 2 (not 3), share 0.000."
"D19","Replica","apartment_0","raw Habitat world frame vs gravity-aligned + yaw-de-rotated frame","frame audit, Finding 4","directional edge TYPE changes between frames","435","59580","0.007","—","bug-diagnostic","raw world frame vs scene_canonical frame","in-dataset diagnostic; apartment_0 is two storeys and flagged multi_level_suspected: true","docs/frame_and_scale_audit.md","0a998a5","Finding 4 table; dominant-axis changes also 435."
"D20","Replica","all six (room_0, room_1, room_2, office_0, frl_apartment_0, apartment_0)","geometry-only mesh gravity estimator (geometry/frame.py) vs Replica's declared gravity_dir","frame audit, Finding 1","max angular disagreement, estimated up vs declared up","6","6","within 0.33 deg on every scene (per-scene: 0.059, 0.036, 0.082, 0.330, 0.118, 0.152 deg)","axis estimator win/runner-up area margin only 1.02x-1.74x (stated caveat)","bug-diagnostic","mesh-derived vs dataset-declared gravity","in-dataset diagnostic, six scenes, one dataset, one capture rig","docs/frame_and_scale_audit.md","0a998a5","Finding 1 table, columns 'est. up vs declared up (deg)' in scene order room_0, room_1, room_2, office_0, frl_apartment_0, apartment_0. The doc's own caveat: the winning-axis margin over the runner-up (a wall direction) is only 1.02x-1.74x, and is 2% on frl_apartment_0."
"D21","Replica","room_2","declared gravity vs world +Z","frame audit Finding 1 / frame decision section 2","capture tilt off world +Z","—","—","8.783 deg estimated / 8.725 deg declared (audit Table 1); 8.72 deg (frame_decision tilt table)","GRAVITY_ALIGN_GUARD_DEG = 5.0; YAW_DEROTATE_GUARD_DEG = 5.0","bug-diagnostic","six-scene tilt range: smallest declared 0.11 deg (frl_apartment_0), largest 8.72 deg (room_2)","in-dataset diagnostic","docs/frame_and_scale_audit.md","0a998a5","Not a contradiction: 8.783 is the mesh estimate, 8.725/8.72 the declared value. The consequence recorded in the audit: importers/replica.py::_gravity_is_neg_z requires |g_x| < 0.05 and room_2 has g_x = -0.1496, so the canonical importer refused room_2 outright (SystemExit) while demo/replica_habitat_import.py rotated it — two importers disagreeing about importability."
"D22","Replica","all six; behaviour changed on room_2 only","importers/replica.py after the frame decision (levels tilted captures instead of refusing them)","legacy importer gravity levelling at GRAVITY_ALIGN_GUARD_DEG = 5.0","scenes whose legacy-importer behaviour changed","1","6","1/6 — room_2 only: SystemExit 'Refusing to import' -> levelled, frame_kind: scene_canonical","GRAVITY_ALIGN_GUARD_DEG = 5.0 deg; splits the 1.31 deg / 8.72 deg gap with >3.5x clearance on both sides","bug-diagnostic","before vs after table in docs/frame_decision.md section 2","in-dataset correctness fix","docs/frame_decision.md","0a998a5","The other five scenes (frl_apartment_0 0.11, office_0 0.21, room_1 0.23, room_0 0.27, apartment_0 1.31 deg) are 'unchanged, frame_kind: world'. The doc states the guard exists to protect the frozen Phase 1 replay fixture scenes/replica_room_0/enriched/v2/ — 'unconditional levelling would move every coordinate in it — a benchmark-definition change wearing a bug-fix costume' — pinned by test_room_0_enriched_v2_is_byte_identical_to_the_committed_fixture."
"D23","Replica (repo test suite)","n/a","repo test suite before the frame decision change","verification of the frame-label correctness fix","test files passing","76","76","76/76","—","bug-diagnostic","before vs after; separate row because the denominator changes","verification","docs/frame_decision.md","0a998a5",".venv/bin/python3 tools/run_tests.py. Kept in its own row because 76/76 and 78/78 have different denominators and must not be merged."
"D24","Replica (repo test suite)","n/a","repo test suite after the frame decision change","verification of the frame-label correctness fix","test files passing","78","78","78/78","—","bug-diagnostic","before vs after; denominator grew by two new test files","verification","docs/frame_decision.md","0a998a5","'two new files, no failures, nothing skipped that was not already dataset-guarded'."
"D25","Replica","all six Phase 8 scenes","tools/scene_scorecard.py, before and after the frame-label correctness fix","scorecard verification that the correctness fix moved nothing","scorecard outcome counts (before == after)","—","—","4 true_answer / 27 true_empty / 22 miss / 3 false_answer — identical before and after; all six bundle_hash values byte-identical","—","bug-diagnostic","pre-change vs post-change scorecard","verification of a correctness fix","docs/frame_decision.md","0a998a5","THIS IS THE DIRECT ANSWER TO 'what was invalidated' FOR THE REPLICA FRAME FIX: nothing was. Hashes quoted in the doc: replica_room_0 graph_f91cd343511a6cc7, room_1 graph_b2c45040d87a3eda, room_2 graph_a9aaa272b7bd0755, office_0 graph_10ffdb8f9bf477e0, frl_apartment_0 graph_d00ed152eb56b8ad, apartment_0 graph_335f8fd2abe82f3e. The doc's only caveat: 'a bundle cached under one of these hashes before this change carries frame=""world"" on edges that now serialize as frame=""scene_canonical"". Nothing in the repo reads Edge.frame, and no such cache is committed, so this is a note for whoever builds one, not a live problem.' The total (56) is not stated as a denominator in the doc, so it is not asserted here."
"D26","Replica","frl_apartment_0","Phase 8 F2 floor-calibration heuristic vs mesh-derived floor plane","frame audit, Finding 2","labelled-floor error before snap / snap applied / residual vs mesh after snap","—","—","28.2 cm above the real floor before; snapped -0.2814 m; residual 0.0006 m (0.6 mm)","—","bug-diagnostic","pre-snap vs post-snap delta against the mesh floor","in-dataset diagnostic","docs/frame_and_scale_audit.md","0a998a5","Finding 2 table: 'same delta BEFORE the F2 floor snap' 0.2819 m, 'F2 snap applied' {'floor_8': -0.2814}, 'best abs delta' 0.0006 m, floor-normal angle 0.059 deg. Confirms an existing heuristic; it is not a new result."
"D27","Replica","room_1","Phase 8 F2 floor-calibration heuristic vs mesh-derived floor plane","frame audit, Finding 2","labelled-floor error before snap / snap applied / residual vs mesh after snap","—","—","0.0985 m before (9.9 cm); snapped -0.1097 m (11.0 cm); residual 0.0112 m (1.1 cm)","—","bug-diagnostic","pre-snap vs post-snap delta against the mesh floor","in-dataset diagnostic","docs/frame_and_scale_audit.md","0a998a5","Finding 2 table, floor-normal angle 0.189 deg."
"D28","Replica","office_0 and apartment_0","mesh dominant yaw vs importer label yaw","frame audit, Finding 3","scenes where the 5 deg de-rotation decision flips depending on the estimator","2","6","2/6 — office_0 (disagreement 2.793 deg; mesh yaw 5.900 vs label 3.107) and apartment_0 (disagreement 5.909 deg; mesh 7.569 vs label 1.659)","YAW_DEROTATE_GUARD_DEG = 5.0","bug-diagnostic","two estimators of the same quantity","in-dataset diagnostic","docs/frame_and_scale_audit.md","0a998a5","Finding 3 table. Both scenes currently get yaw applied 0.000 deg. docs/frame_decision.md explicitly does NOT act on this ('No yaw de-rotation in importers/replica.py. It levels gravity only. room_2's walls come out ~11 deg off axis.')."
"E01","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, FROZEN v1 semantics (A-v1)","relation extraction -> citable QA answer scoring","ON_ENTITY_SURFACE (support) citation hits on room_2","5","20","5/20","v1 contained band: contact_threshold_m=0.02, penetration_tolerance_m=0.03 (docs/phase6_closeout.md); v1 support allowlist","proposal_ceiling","E1_semantics_v2_room2_ON_ENTITY_SURFACE_hits_of_20","development scene (all semantics-v2 relation gates are defined on room_2)","docs/semantics_v2_track_protocol.md","ef04997","Stated verbatim as ""(v1: 5/20 ...)"" in the 2026-08-02 S2 verdict and as the gate baseline ""(A-v1: 5/20)"". SCOPE WARNING: variant A consumes the dataset's ORACLE boxes and labels (docs/paper_draft.md: ""Variant A uses the dataset's oracle boxes and labels""), so this is an upper-bound representation row, NOT deployable. Underlying per-relation record lives in the GITIGNORED runs/semantics_v2/s2_report.json (replica_room_2.A_v1_frozen.per_relation.ON_ENTITY_SURFACE: n_cited 5, n_expected 20, n_hit 5)."
"E02","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, semantics-v2 (D2 contained-rest + D3 allowlist) (A-v2)","relation extraction -> citable QA answer scoring","ON_ENTITY_SURFACE (support) citation hits on room_2","16","20","16/20","D2 contained-rest: footprint centre inside supporter, footprint area <= 0.5x supporter, S.bottom <= E.bottom <= S.top + v1 band, floor-supported excluded; D3 allowlist = v1 + cabinet/nightstand/bed","definition-change","E1_semantics_v2_room2_ON_ENTITY_SURFACE_hits_of_20","development scene (""the dev scene"" in the verdict); gates were declared on room_2 before scoring","docs/semantics_v2_track_protocol.md","ef04997","Verdict text: ""support hits **16/20 @ P 0.94** PASS (v1: 5/20 - D2's contained-rest works exactly as designed on the dev scene)"". DEFINITION-CHANGE CONFIRMED, and the source states the SYSTEM DEFINITION changed while the KEY did NOT: ""is reported ONLY as a **benchmark-definition change** - never as an improvement over the frozen track. The two tracks are not comparable and no table may mix their rows without both labels."" and ""The keys are the target, not a variable. The v2 track re-scores the SAME `human_verified` keys with new SYSTEM semantics. No key edit, no new questions, no reweighting."" Same denominator (20 keyed support answers) in both arms. Track was STOPPED (see E1-22): nothing shipped."
"E03","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, semantics-v2 (A-v2)","relation extraction -> citable QA answer scoring","ON_ENTITY_SURFACE (support) citation precision on room_2, as stated in the doc","—","—","0.94","gate was ON_ENTITY_SURFACE citation precision >= 0.85","definition-change","E1_semantics_v2_room2_ON_ENTITY_SURFACE_precision","development scene","docs/semantics_v2_track_protocol.md","ef04997","The tracked doc states only the rounded figure ""P 0.94"" with no numerator/denominator, so none is reported here. AMBIGUITY: the same doc uses ""0.94"" twice in the same sentence for two different quantities - the room_2 AGGREGATE micro-precision and the ON_ENTITY_SURFACE relation precision (see contradictions). Exact underlying value is in the gitignored run report only (see E1-04)."
"E04","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, semantics-v2 (A-v2)","relation extraction -> citable QA answer scoring","ON_ENTITY_SURFACE (support) citation precision on room_2, exact","16","17","0.9412","gate ON_ENTITY_SURFACE citation precision >= 0.85","definition-change","E1_semantics_v2_room2_ON_ENTITY_SURFACE_precision","development scene","runs/semantics_v2/s2_report.json","— (untracked; repo HEAD at read time c8e200d)","SOURCE-PRECEDENCE PROBLEM: this exact value exists ONLY in the GITIGNORED runs/semantics_v2/s2_report.json (replica_room_2.A_v2.per_relation.ON_ENTITY_SURFACE: n_cited 17, n_hit 16, precision 0.9412). `git ls-files --error-unmatch` reports it untracked. The tracked narrative (docs/semantics_v2_track_protocol.md) reports only the rounded ""P 0.94"" without a denominator, so no tracked artifact carries 16/17."
"E05","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, FROZEN v1 semantics (A-v1)","relation extraction -> citable QA answer scoring","ON_ENTITY_SURFACE (support) citation precision on room_2","5","5","1.0","v1 band contact_threshold_m=0.02","proposal_ceiling","E1_semantics_v2_room2_ON_ENTITY_SURFACE_precision","development scene","runs/semantics_v2/s2_report.json","— (untracked; repo HEAD at read time c8e200d)","GITIGNORED run only (replica_room_2.A_v1_frozen.per_relation.ON_ENTITY_SURFACE: n_cited 5, n_expected 20, n_hit 5, precision 1.0). No tracked doc reports the v1 support-relation precision. Context for E1-02/E1-04: v1 support was perfectly precise at 5/20; v2 traded 1.0 -> 0.9412 precision for 5 -> 16 hits ON THE DEVELOPMENT SCENE ONLY."
"E06","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, FROZEN v1 semantics (A-v1)","whole-battery citation scoring (all relations)","scene aggregate micro-precision","—","—","0.95","all-scenes micro-P floor 0.80; room_2 aggregate gate micro-P >= 0.85","proposal_ceiling","E1_semantics_v2_scene_micro_precision_A_v1_vs_A_v2","development scene","docs/semantics_v2_track_protocol.md","ef04997","From the S2 verdict table (""| room_2 | 0.95 / 0.408 | 0.94 / 0.612 |""). No numerator/denominator stated in the tracked doc. Gitignored run reports 0.9524."
"E07","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, semantics-v2 (A-v2)","whole-battery citation scoring (all relations)","scene aggregate micro-precision","—","—","0.94","room_2 aggregate gate micro-P >= 0.85 (PASSED)","definition-change","E1_semantics_v2_scene_micro_precision_A_v1_vs_A_v2","development scene","docs/semantics_v2_track_protocol.md","ef04997","S2 verdict table. Gitignored run reports micro_precision 0.9375 for this cell - i.e. the doc's ""0.94"" here is a DIFFERENT quantity from the ""0.94"" in E1-03 (0.9412). Both round to 0.94; see contradictions."
"E08","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, semantics-v2 (A-v2)","whole-battery citation scoring (all relations)","scene aggregate micro-recall","—","—","0.612","room_2 aggregate gate micro-R >= 0.55 (PASSED)","definition-change","E1_semantics_v2_room2_micro_recall","development scene","docs/semantics_v2_track_protocol.md","ef04997","A-v1 was 0.408 (same table). METHODOLOGICAL NOTE stated in the source: ""the aggregate gates alone (R 0.612 @ P 0.94 on room_2) would have PASSED this run. The relation-specific gates the owner required at review (attached >= 8/14) are precisely what caught the failure."" Do not quote 0.612 as a track success."
"E09","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_1","variant A, FROZEN v1 semantics (A-v1)","whole-battery citation scoring (all relations)","scene aggregate micro-precision","—","—","0.83","all-scenes micro-P floor 0.80","proposal_ceiling","E1_semantics_v2_scene_micro_precision_A_v1_vs_A_v2","transfer scene (docs/paper_draft.md: ""the two transfer scenes"" = office_0 and room_1)","docs/semantics_v2_track_protocol.md","ef04997","S2 verdict table row ""| room_1 | 0.83 / 0.286 | 0.58 / 0.514 |"". Gitignored run: 0.8333."
"E10","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_1","variant A, semantics-v2 (A-v2)","whole-battery citation scoring (all relations)","scene aggregate micro-precision","—","—","0.58","all-scenes micro-P floor 0.80 - FAILED","definition-change","E1_semantics_v2_scene_micro_precision_A_v1_vs_A_v2","transfer scene","docs/semantics_v2_track_protocol.md","ef04997","Stated as ""all-scenes precision floor FAIL (office_0 0.36, room_1 0.58)"". This is the SCENE AGGREGATE micro-P, not the support-relation precision; the gitignored run gives room_1 A_v2 micro_precision 0.5806 and ON_ENTITY_SURFACE precision 0.5294 (see E1-12 and contradictions). docs/results_narrative.md and docs/paper_draft.md quote ""0.36/0.58"" inside a sentence about the support definition."
"E11","Replica (habitat semantic annotations, human-verified QA keys)","replica_office_0","variant A, FROZEN v1 semantics (A-v1)","whole-battery citation scoring (all relations)","scene aggregate micro-precision","—","—","1.00","all-scenes micro-P floor 0.80","proposal_ceiling","E1_semantics_v2_scene_micro_precision_A_v1_vs_A_v2","transfer scene","docs/semantics_v2_track_protocol.md","ef04997","S2 verdict table row ""| office_0 | 1.00 / 0.375 | **0.36** / 0.500 |""."
"E12","Replica (habitat semantic annotations, human-verified QA keys)","replica_office_0","variant A, semantics-v2 (A-v2)","whole-battery citation scoring (all relations)","scene aggregate micro-precision","—","—","0.36","all-scenes micro-P floor 0.80 - FAILED","definition-change","E1_semantics_v2_scene_micro_precision_A_v1_vs_A_v2","transfer scene","docs/semantics_v2_track_protocol.md","ef04997","Largest fall in the track: 1.00 -> 0.36 on office_0. Source's own decomposition: ""D2 (contained-rest support) is a validated definition on the development scene but over-fires on office_0/room_1 (precision 0.36/0.58 - interior-volume false positives, the declared drawer-contents property, at real cost)"". Gitignored run: 0.3636."
"E13","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_1","variant A, semantics-v2 (A-v2)","relation extraction -> citable QA answer scoring","ON_ENTITY_SURFACE (support) citation precision on room_1","9","17","0.5294","—","definition-change","E1_semantics_v2_transfer_ON_ENTITY_SURFACE_precision","transfer scene","runs/semantics_v2/s2_report.json","— (untracked; repo HEAD at read time c8e200d)","GITIGNORED run only (replica_room_1.A_v2.per_relation.ON_ENTITY_SURFACE: n_cited 17, n_expected 14, n_hit 9). IMPORTANT: this is NOT the 0.58 the tracked docs quote - 0.58 is the scene aggregate micro-P (0.5806). The support relation's own precision on room_1 is 0.5294. A-v1 room_1 ON_ENTITY_SURFACE was n_cited 0, n_hit 0, precision null (nothing citable at all)."
"E14","Replica (habitat semantic annotations, human-verified QA keys)","replica_office_0","variant A, semantics-v2 (A-v2)","relation extraction -> citable QA answer scoring","ON_ENTITY_SURFACE (support) citation precision on office_0","4","11","0.3636","—","definition-change","E1_semantics_v2_transfer_ON_ENTITY_SURFACE_precision","transfer scene","runs/semantics_v2/s2_report.json","— (untracked; repo HEAD at read time c8e200d)","GITIGNORED run only (replica_office_0.A_v2.per_relation.ON_ENTITY_SURFACE: n_cited 11, n_expected 8, n_hit 4). On office_0 the support-relation precision and the scene aggregate micro-P coincide at 0.3636 (ON_ENTITY_SURFACE is the only keyed relation scored in that scene's report block). office_0 A-v1 was n_cited 3, n_hit 3, precision 1.0 over n_expected 8."
"E15","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_0","variant A, FROZEN v1 semantics (A-v1)","whole-battery citation scoring (all relations)","scene aggregate micro-precision","—","—","0.85","all-scenes micro-P floor 0.80","proposal_ceiling","E1_semantics_v2_scene_micro_precision_A_v1_vs_A_v2","fourth keyed scene (not gate-bearing); it is the Phase 6 development scene","docs/semantics_v2_track_protocol.md","ef04997","S2 verdict table row ""| room_0 | 0.85 / 0.347 | 0.79 / 0.612 |"". Recalls (0.347 -> 0.612) stated in the same row."
"E16","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_0","variant A, semantics-v2 (A-v2)","whole-battery citation scoring (all relations)","scene aggregate micro-precision","—","—","0.79","all-scenes micro-P floor 0.80 - room_0 also sits BELOW the 0.80 floor","definition-change","E1_semantics_v2_scene_micro_precision_A_v1_vs_A_v2","fourth keyed scene (not gate-bearing)","docs/semantics_v2_track_protocol.md","ef04997","The verdict text names only office_0 (0.36) and room_1 (0.58) as the precision-floor failures, but the table's room_0 A-v2 value 0.79 is also below the declared 0.80 all-scenes floor. Reported as stated; no reconciliation attempted. Gitignored run: 0.7895."
"E17","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, FROZEN v1 semantics (A-v1)","relation extraction -> citable QA answer scoring","ATTACHED_TO citation hits on room_2","1","14","1/14","v1 frozen 2 cm attachment band","proposal_ceiling","E1_semantics_v2_room2_ATTACHED_TO_hits_of_14","development scene","docs/semantics_v2_track_protocol.md","ef04997","Stated as the gate baseline ""(A-v1: 1/14)"". Included because the attached gate - not the support gate - is what stopped E1."
"E18","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","variant A, semantics-v2 (D1 per-pair attachment) (A-v2)","relation extraction -> citable QA answer scoring","ATTACHED_TO citation hits on room_2","0","14","0/14","gate required >= 8/14 at citation precision >= 0.85 - FAILED; D1 constants contact_threshold_m=0.12, depth <= 0.35 m, bottom partition 0.30 m","definition-change","E1_semantics_v2_room2_ATTACHED_TO_hits_of_14","development scene","docs/semantics_v2_track_protocol.md","ef04997","""attached **0/14, zero citations** FAIL"". v2 also LOST the one hit v1 had (obj_42, depth 0.372 m, over the 0.35 m ceiling by 0.022 m). Source: ""Constants stay frozen; no adjustment."""
"E19","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","read-only census of the human attachment key vs oracle wall planes","annotation-geometry diagnosis (no model run)","keyed attached objects lying BEHIND the oracle wall planes","11","14","11/14","signed best-wall gap range -0.16 m to -1.23 m; frozen `on_interior_side` clause","bug-diagnostic","E1_room2_attached_census_of_14","development scene","docs/semantics_v2_track_protocol.md","ef04997","""11 of 14 keyed attached objects lie BEHIND the oracle wall planes (signed best-wall gap -0.16 m to -1.23 m): windows, blinds, and the picture are annotated at or beyond the annotated wall plane, so the frozen `on_interior_side` clause fails regardless of any band width."" Classified bug-diagnostic because it is a dataset/annotation-geometry finding, not a method result."
"E20","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_2","read-only census of the human attachment key","annotation-geometry diagnosis (no model run)","keyed attached objects that DO pass wall contact but exceed the depth ceiling","3","14","3/14","gaps -0.01 to +0.06 m; annotation boxes 0.37-0.62 m deep vs the 0.35 m D1 depth ceiling","bug-diagnostic","E1_room2_attached_census_of_14","development scene","docs/semantics_v2_track_protocol.md","ef04997","""The 3 objects that DO pass wall contact (vents at gaps -0.01 to +0.06 m) carry annotation boxes **0.37-0.62 m deep** - all beyond the 0.35 m depth ceiling"". Separately: ""One keyed vent (obj_59) sits **1.26 m from every wall plane**""."
"E21","Replica (habitat semantic annotations, human-verified QA keys)","replica scenes: room_0, room_1, room_2, office_0","semantics-v2 track, stage S2 (variant A first)","predeclared proceed-rule evaluation","S2 proceed-rule decision","—","—","STOP_TRACK","gates: attached >= 8/14 @ P >= 0.85; support >= 8/20 @ P >= 0.85; room_2 micro-R >= 0.55 @ micro-P >= 0.85; all-scenes micro-P floor 0.80","definition-change","E1_semantics_v2_track_decision","whole track","docs/semantics_v2_track_protocol.md","ef04997","""**STOP_TRACK per the frozen rule: the v1 track remains the project's only benchmark; S3 is cancelled unspent.**"" Gate outcomes from the gitignored runs/semantics_v2/s2_report.json: support_hits true, support_precision true, attached_hits false, attached_precision false, all_scenes_precision_floor false, all_gates_pass false. CONSEQUENCE FOR REPORTING: the 5/20 -> 16/20 support result belongs to a track that was stopped and never advanced to learned variants; it is not a shipped or deployable improvement."
"E22","Replica (habitat semantic annotations)","replica_room_0","Phase 6 v1 ON_ENTITY_SURFACE extractor (reasoner-native support)","relation extraction (stored edges)","ON_ENTITY_SURFACE real positives emitted on room_0","6","—","6","contact_threshold_m=0.02, penetration_tolerance_m=0.03 (floor rest band reused)","delivered","E1_phase6_room0_v1_support_edges","Phase 6 development scene; single-scene evidence (source says so explicitly)","docs/phase6_closeout.md","37bbe65","""`ON_ENTITY_SURFACE` emits six real positives: table rests: `obj_92`, `obj_90`, `obj_12`, `obj_59`, `obj_87`; plant-stand rest: `obj_35` on `obj_55`."" Phase 6 declares itself a definition change too: ""This is **not** a v1 benchmark improvement claim. It is a new reasoner-native capability and a Phase 6 eval-definition change... The P5 and P6 scorecards are not directly comparable."" Source also warns it is ""still single-scene evidence""."
"E23","Replica (habitat semantic annotations, human-verified QA keys)","replica_room_0","variant A, FROZEN v1 semantics (A-v1)","relation extraction -> citable QA answer scoring","ON_ENTITY_SURFACE (support) citation hits on room_0","6","23","6/23","v1 band 0.02 m","proposal_ceiling","E1_semantics_v2_room0_ON_ENTITY_SURFACE_hits_of_23","fourth keyed scene","runs/semantics_v2/s2_report.json","— (untracked; repo HEAD at read time c8e200d)","GITIGNORED run only (replica_room_0.A_v1_frozen.per_relation.ON_ENTITY_SURFACE: n_cited 6, n_expected 23, n_hit 6, precision 1.0). Included because it is the only place the Phase 6 ""six real positives"" (E1-22) is given a keyed denominator. A-v2 on room_0 was n_cited 21, n_hit 18, precision 0.8571 over the same n_expected 23 - a different denominator from room_2's 20, so these must never be pooled with E1-01/E1-02."
"E24","Replica (habitat semantic annotations)","replica_room_0","Phase 6 v1 ON_ENTITY_SURFACE extractor","Phase 6 exit gate QA","false answers on the Phase 6 router QA eval","0","7","0/7","`python3 tools/phase6_router_qa_eval.py`","delivered","E1_phase6_exit_gate","Phase 6 development scene","docs/phase6_closeout.md","37bbe65","""total questions: 7; category counts: {\""correct_defer\"": 1, \""true_answer\"": 5, \""true_empty\"": 1}; false answers: 0; all expected outcomes met: true"". Note the tracked exclusions on the same scene: obj_43 pot on table excluded by the frozen band at +0.0349 m float; obj_55 plant-stand on table excluded because support-furniture classes are not supported tabletop answers in P6."
"E25","Replica (habitat semantic annotations)","replica_room_0","Phase 7 AttachedToExtractor (path A)","relation extraction (stored edges)","ATTACHED_TO edges emitted on the committed scene","0","—","0","no new thresholds; inherits wall_contact + floor rest_contact bands","delivered","E1_phase7_attached_committed_scene","committed scene, honest negative","docs/phase7_plan.md","a73e16f","""**D5 - Committed scene has zero positives (path A).** room_0 yields 0 `ATTACHED_TO` edges... room_0 exit gate asserts `ATTACHED_TO` = **empty** (honest negative)."" Consistent with docs/phase6_closeout.md: ""`ATTACHED_TO` remains deferred: room_0 has no honest wall-contact-and-elevated positive under the Phase 5 evidence."""
"E26","Replica (habitat semantic annotations)","replica_apartment_0 (uncommitted, no answer key)","Phase 7 AttachedToExtractor (path A)","relation extraction (stored edges)","ATTACHED_TO plausibility positives (NOT ground truth)","3","—","3","inherited bands; multi-floor-aware extractor","delivered","E1_phase7_attached_plausibility_only","uncommitted scene, no answer key","docs/phase7_plan.md","a73e16f","""apartment_0's **3** validated plausibility positives - vent (2.43 m), wall sconce-lamp (1.89 m), wall sink (0.62 m) - stay in `demo/`, non-ground-truth."" The same doc states ""**No ground truth for positives** - synthetic + plausibility only (D5)."" Do NOT present this 3 as precision or recall; there is no key. uids named in the exit gate: obj_176, obj_260, obj_309."
